2 0 22  
2 2 18  
2 3 23  
2 0 32  
2 3 25  
2 0 24  
2 3 19  
2 0 21  
2 3 27  
2 3 29  
2 2 31  
2 1 30  
2 1 20  
2 1 26  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 2 25  
2 1 24  
2 2 19  
2 2 27  
2 3 31  
2 3 21  
2 2 29  
2 2 30  
2 0 26  
2 2 20  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 0 32  
2 0 25  
2 0 24  
2 0 19  
2 1 31  
2 2 21  
2 1 27  
2 1 29  
2 0 30  
2 3 26  
2 3 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 25  
2 1 32  
2 1 24  
2 1 19  
2 1 21  
2 0 27  
2 0 31  
2 0 29  
2 3 30  
2 2 26  
2 0 20  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 0 32  
2 3 25  
2 0 24  
2 3 19  
2 2 31  
2 0 21  
2 3 27  
2 3 29  
2 1 30  
2 1 26  
2 1 20  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 2 25  
2 1 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 2 29  
2 2 30  
2 0 26  
2 2 20  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 0 32  
2 0 25  
2 0 24  
2 0 19  
2 1 27  
2 1 31  
2 2 21  
2 1 29  
2 0 30  
2 3 26  
2 3 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 25  
2 1 32  
2 1 24  
2 1 19  
2 1 21  
2 0 27  
2 0 31  
2 0 29  
2 3 30  
2 2 26  
2 0 20  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 0 32  
2 3 25  
2 0 24  
2 3 19  
2 3 27  
2 0 21  
2 3 29  
2 2 31  
2 1 30  
2 1 26  
2 1 20  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 2 25  
2 1 32  
2 0 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 2 29  
2 2 30  
2 0 26  
2 2 20  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 1 32  
2 0 25  
2 1 24  
2 0 19  
2 1 27  
2 1 31  
2 2 21  
2 1 29  
2 0 30  
2 3 26  
2 3 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 25  
2 0 32  
2 0 24  
2 1 19  
2 1 21  
2 0 27  
2 0 31  
2 0 29  
2 3 30  
2 2 26  
2 0 20  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 0 32  
2 2 25  
2 1 24  
2 3 19  
2 3 27  
2 2 31  
2 0 21  
2 3 29  
2 1 30  
2 1 26  
2 1 20  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 3 25  
2 1 32  
2 1 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 2 29  
2 2 30  
2 0 26  
2 2 20  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 0 32  
2 1 25  
2 0 24  
2 0 19  
2 2 21  
2 1 27  
2 1 31  
2 1 29  
2 0 30  
2 3 26  
2 3 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 25  
2 1 32  
2 1 24  
2 1 19  
2 1 21  
2 0 27  
2 0 31  
2 0 29  
2 3 30  
2 0 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 1 32  
2 2 25  
2 0 24  
2 3 19  
2 3 27  
2 2 31  
2 0 21  
2 3 29  
2 1 30  
2 1 26  
2 1 20  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 0 32  
2 3 25  
2 1 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 2 29  
2 2 30  
2 2 20  
2 0 26  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 0 32  
2 1 25  
2 0 24  
2 0 19  
2 2 21  
2 1 27  
2 1 31  
2 1 29  
2 0 30  
2 3 26  
2 3 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 25  
2 1 32  
2 1 24  
2 1 19  
2 1 21  
2 0 27  
2 0 31  
2 0 29  
2 3 30  
2 0 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 0 32  
2 2 25  
2 0 24  
2 3 19  
2 0 21  
2 3 27  
2 2 31  
2 3 29  
2 1 30  
2 1 26  
2 1 20  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 1 25  
2 1 32  
2 0 24  
2 2 19  
2 3 21  
2 2 27  
2 2 29  
2 3 31  
2 2 30  
2 2 20  
2 0 26  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 3 25  
2 1 32  
2 1 24  
2 0 19  
2 2 21  
2 1 27  
2 1 31  
2 1 29  
2 0 30  
2 3 20  
2 3 26  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 25  
2 0 32  
2 1 24  
2 1 19  
2 1 21  
2 0 27  
2 0 29  
2 0 31  
2 3 30  
2 0 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 0 32  
2 2 25  
2 0 24  
2 3 19  
2 0 21  
2 3 27  
2 2 31  
2 3 29  
2 1 30  
2 1 26  
2 1 20  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 1 25  
2 1 32  
2 1 24  
2 2 19  
2 3 21  
2 2 27  
2 2 29  
2 3 31  
2 2 30  
2 2 20  
2 0 26  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 3 25  
2 0 32  
2 0 24  
2 0 19  
2 2 21  
2 1 27  
2 1 31  
2 1 29  
2 0 30  
2 3 20  
2 3 26  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 25  
2 1 32  
2 0 24  
2 1 19  
2 1 21  
2 0 27  
2 0 29  
2 0 31  
2 3 30  
2 0 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 2 25  
2 1 32  
2 1 24  
2 3 19  
2 0 21  
2 3 27  
2 2 31  
2 3 29  
2 1 30  
2 1 20  
2 1 26  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 1 25  
2 0 32  
2 0 24  
2 2 19  
2 3 21  
2 2 27  
2 2 29  
2 3 31  
2 2 30  
2 2 20  
2 0 26  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 3 25  
2 0 32  
2 1 24  
2 0 19  
2 2 21  
2 1 27  
2 1 31  
2 1 29  
2 0 30  
2 0 20  
2 3 26  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 32  
2 0 25  
2 0 24  
2 1 19  
2 0 27  
2 0 31  
2 1 21  
2 0 29  
2 3 30  
2 2 26  
2 3 20  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 2 25  
2 1 32  
2 1 24  
2 3 19  
2 0 21  
2 3 27  
2 2 31  
2 3 29  
2 1 30  
2 1 20  
2 1 26  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 1 25  
2 0 32  
2 1 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 2 29  
2 2 30  
2 0 26  
2 2 20  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 3 25  
2 1 32  
2 0 24  
2 0 19  
2 2 21  
2 1 27  
2 1 29  
2 1 31  
2 0 30  
2 0 20  
2 3 26  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 32  
2 2 25  
2 0 24  
2 1 19  
2 0 27  
2 1 21  
2 0 29  
2 0 31  
2 3 30  
2 2 26  
2 1 20  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 0 25  
2 0 32  
2 1 24  
2 3 19  
2 0 21  
2 3 27  
2 3 29  
2 2 31  
2 1 30  
2 3 20  
2 1 26  
2 1 28  
2 2 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 1 25  
2 0 24  
2 2 19  
2 3 21  
2 2 27  
2 2 29  
2 3 31  
2 2 30  
2 0 26  
2 2 20  
2 2 28  
2 0 17  
2 2 22  
2 3 18  
2 2 23  
2 3 25  
2 0 32  
2 1 24  
2 0 19  
2 2 21  
2 1 27  
2 1 29  
2 1 31  
2 0 30  
2 3 26  
2 0 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 32  
2 2 25  
2 1 24  
2 1 19  
2 0 27  
2 1 21  
2 0 29  
2 0 31  
2 3 30  
2 2 26  
2 1 20  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 1 25  
2 0 32  
2 0 24  
2 3 19  
2 0 21  
2 3 27  
2 3 29  
2 2 31  
2 1 30  
2 2 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 0 25  
2 1 24  
2 2 19  
2 2 27  
2 3 31  
2 3 21  
2 2 29  
2 2 30  
2 0 26  
2 3 20  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 3 25  
2 1 32  
2 0 24  
2 0 19  
2 2 21  
2 1 27  
2 1 29  
2 1 31  
2 0 30  
2 3 26  
2 0 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 32  
2 2 25  
2 1 24  
2 1 19  
2 0 27  
2 0 31  
2 1 21  
2 0 29  
2 3 30  
2 2 26  
2 1 20  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 1 25  
2 0 32  
2 0 24  
2 3 19  
2 0 21  
2 3 27  
2 3 29  
2 2 31  
2 1 30  
2 2 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 3 25  
2 0 24  
2 2 19  
2 2 27  
2 3 31  
2 3 21  
2 2 29  
2 2 30  
2 0 26  
2 3 20  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 0 25  
2 1 24  
2 0 19  
2 1 31  
2 2 21  
2 1 27  
2 1 29  
2 0 30  
2 3 26  
2 0 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 32  
2 2 25  
2 0 24  
2 1 19  
2 0 27  
2 0 31  
2 1 21  
2 0 29  
2 3 30  
2 1 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 1 32  
2 1 25  
2 1 24  
2 3 19  
2 2 31  
2 0 21  
2 3 27  
2 3 29  
2 1 30  
2 1 26  
2 2 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 0 32  
2 3 25  
2 1 24  
2 2 19  
2 2 27  
2 3 31  
2 3 21  
2 2 29  
2 2 30  
2 0 26  
2 3 20  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 1 32  
2 0 25  
2 0 24  
2 0 19  
2 1 27  
2 1 31  
2 2 21  
2 1 29  
2 0 30  
2 3 26  
2 0 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 2 25  
2 0 32  
2 1 24  
2 1 19  
2 0 27  
2 0 31  
2 1 21  
2 0 29  
2 3 30  
2 1 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 1 32  
2 1 25  
2 0 24  
2 3 19  
2 2 31  
2 0 21  
2 3 27  
2 3 29  
2 1 30  
2 1 26  
2 2 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 3 25  
2 0 32  
2 0 24  
2 2 19  
2 2 27  
2 3 31  
2 3 21  
2 2 29  
2 2 30  
2 3 20  
2 0 26  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 1 32  
2 2 25  
2 1 24  
2 0 19  
2 1 27  
2 1 31  
2 2 21  
2 1 29  
2 0 30  
2 3 26  
2 0 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 25  
2 0 32  
2 1 24  
2 1 19  
2 1 21  
2 0 27  
2 0 29  
2 0 31  
2 3 30  
2 1 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 1 32  
2 1 25  
2 0 24  
2 3 19  
2 3 27  
2 2 31  
2 0 21  
2 2 29  
2 1 30  
2 1 26  
2 2 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 3 25  
2 1 32  
2 0 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 3 29  
2 2 30  
2 3 20  
2 0 26  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 0 32  
2 2 25  
2 1 24  
2 0 19  
2 1 27  
2 1 31  
2 2 21  
2 1 29  
2 0 30  
2 3 26  
2 0 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 25  
2 0 32  
2 0 24  
2 1 19  
2 1 21  
2 0 27  
2 0 29  
2 0 31  
2 3 30  
2 1 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 1 32  
2 1 25  
2 1 24  
2 3 19  
2 3 27  
2 2 31  
2 0 21  
2 2 29  
2 1 30  
2 1 26  
2 2 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 3 25  
2 0 32  
2 0 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 3 29  
2 2 30  
2 3 20  
2 0 26  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 1 32  
2 2 25  
2 1 24  
2 0 19  
2 1 21  
2 1 27  
2 1 31  
2 1 29  
2 0 30  
2 3 26  
2 0 20  
2 3 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 25  
2 1 32  
2 1 24  
2 1 19  
2 2 21  
2 0 27  
2 0 31  
2 0 29  
2 3 30  
2 1 20  
2 2 26  
2 0 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 0 32  
2 0 25  
2 0 24  
2 3 19  
2 0 21  
2 3 27  
2 2 31  
2 2 29  
2 1 30  
2 1 26  
2 2 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 3 25  
2 0 32  
2 0 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 3 29  
2 2 30  
2 3 20  
2 0 26  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 2 25  
2 1 32  
2 1 24  
2 0 19  
2 1 21  
2 1 27  
2 1 31  
2 1 29  
2 0 30  
2 0 20  
2 3 26  
2 0 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 25  
2 1 24  
2 1 19  
2 0 31  
2 2 21  
2 0 27  
2 0 29  
2 3 30  
2 2 26  
2 1 20  
2 3 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 0 32  
2 3 25  
2 0 24  
2 3 19  
2 0 21  
2 3 27  
2 2 31  
2 2 29  
2 1 30  
2 1 26  
2 2 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 0 25  
2 1 24  
2 2 19  
2 3 21  
2 2 27  
2 3 31  
2 3 29  
2 2 30  
2 0 26  
2 3 20  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 2 25  
2 1 32  
2 0 24  
2 0 19  
2 1 21  
2 1 27  
2 1 31  
2 1 29  
2 0 30  
2 0 20  
2 3 26  
2 0 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 32  
2 1 25  
2 0 24  
2 1 19  
2 0 31  
2 2 21  
2 0 27  
2 0 29  
2 3 30  
2 2 26  
2 1 20  
2 3 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 3 25  
2 0 32  
2 1 24  
2 3 19  
2 0 21  
2 3 27  
2 2 31  
2 2 29  
2 1 30  
2 2 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 2 25  
2 1 24  
2 2 19  
2 3 31  
2 3 21  
2 1 27  
2 3 29  
2 2 30  
2 0 26  
2 3 20  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 0 25  
2 1 32  
2 0 24  
2 0 19  
2 1 21  
2 2 27  
2 1 31  
2 1 29  
2 0 30  
2 0 20  
2 3 26  
2 0 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 32  
2 1 25  
2 0 24  
2 1 19  
2 0 31  
2 2 21  
2 0 27  
2 0 29  
2 3 30  
2 2 26  
2 1 20  
2 3 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 3 25  
2 1 24  
2 3 19  
2 0 21  
2 3 27  
2 2 31  
2 2 29  
2 1 30  
2 2 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 0 32  
2 2 25  
2 1 24  
2 2 19  
2 3 31  
2 3 21  
2 1 27  
2 3 29  
2 2 30  
2 0 26  
2 3 20  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 0 25  
2 1 32  
2 0 24  
2 0 19  
2 1 21  
2 2 27  
2 1 29  
2 1 31  
2 0 30  
2 0 20  
2 3 26  
2 0 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 32  
2 1 25  
2 1 24  
2 1 19  
2 2 31  
2 2 21  
2 0 27  
2 0 29  
2 3 30  
2 2 26  
2 1 20  
2 3 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 3 25  
2 0 32  
2 0 24  
2 3 19  
2 0 21  
2 3 27  
2 0 31  
2 2 29  
2 1 30  
2 2 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 2 25  
2 1 24  
2 2 19  
2 1 27  
2 3 31  
2 3 21  
2 3 29  
2 2 30  
2 0 26  
2 3 20  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 0 32  
2 1 25  
2 0 24  
2 0 19  
2 1 21  
2 0 27  
2 1 29  
2 1 31  
2 0 30  
2 3 26  
2 1 20  
2 0 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 32  
2 0 25  
2 0 24  
2 1 19  
2 2 31  
2 2 21  
2 2 27  
2 0 29  
2 3 30  
2 2 26  
2 0 20  
2 3 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 3 25  
2 0 32  
2 1 24  
2 3 19  
2 0 21  
2 3 27  
2 3 31  
2 2 29  
2 1 30  
2 2 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 2 25  
2 0 24  
2 2 19  
2 3 21  
2 1 27  
2 0 31  
2 3 29  
2 2 30  
2 0 26  
2 3 20  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 0 32  
2 1 25  
2 1 24  
2 0 19  
2 1 21  
2 0 27  
2 1 29  
2 1 31  
2 0 30  
2 3 26  
2 1 20  
2 0 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 1 32  
2 0 25  
2 0 24  
2 1 19  
2 2 21  
2 2 27  
2 2 31  
2 0 29  
2 3 30  
2 2 26  
2 0 20  
2 3 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 3 25  
2 1 24  
2 3 19  
2 0 21  
2 3 27  
2 2 29  
2 3 31  
2 1 30  
2 2 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 0 32  
2 2 25  
2 0 24  
2 2 19  
2 3 21  
2 1 27  
2 0 31  
2 3 29  
2 2 30  
2 3 20  
2 0 26  
2 2 28  
2 2 17  
2 2 22  
2 3 18  
2 2 23  
2 1 32  
2 1 25  
2 1 24  
2 0 19  
2 1 31  
2 1 21  
2 0 27  
2 1 29  
2 0 30  
2 3 26  
2 1 20  
2 0 28  
2 1 17  
2 3 22  
2 0 18  
2 0 23  
2 0 32  
2 0 25  
2 0 24  
2 1 19  
2 2 21  
2 2 27  
2 2 31  
2 0 29  
2 3 30  
2 2 26  
2 2 20  
2 3 28  
2 3 17  
2 0 22  
2 2 18  
2 3 23  
2 1 32  
2 3 25  
2 1 24  
2 3 19  
2 3 31  
2 0 21  
2 3 27  
2 2 29  
2 1 30  
2 1 26  
2 0 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 1 23  
2 1 32  
2 2 25  
2 0 24  
2 2 19  
2 3 21  
2 1 27  
2 0 31  
2 3 29  
2 2 30  
2 3 20  
2 0 26  
2 2 28  
2 1 17  
2 2 22  
2 3 18  
2 2 23  
2 0 32  
2 1 25  
2 1 24  
2 0 19  
2 0 27  
2 1 31  
2 1 21  
2 1 29  
2 0 30  
2 3 26  
2 1 20  
2 0 28  
2 3 17  
2 3 22  
2 0 18  
2 0 23  
2 0 25  
2 0 24  
2 1 19  
2 2 21  
2 2 27  
2 2 31  
2 0 29  
2 3 30  
2 2 26  
2 2 20  
2 3 28  
2 2 17  
2 0 22  
2 2 18  
2 1 23  
2 1 32  
2 3 25  
2 1 24  
2 3 19  
2 3 31  
2 0 21  
2 3 27  
2 2 29  
2 1 30  
2 1 26  
2 0 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 3 23  
2 2 25  
2 0 32  
2 1 24  
2 0 19  
2 3 21  
2 1 27  
2 0 31  
2 3 29  
2 2 30  
2 3 20  
2 0 26  
2 2 28  
2 1 17  
2 2 22  
2 3 18  
2 0 23  
2 0 32  
2 1 25  
2 0 24  
2 2 19  
2 0 27  
2 1 31  
2 1 21  
2 1 29  
2 0 30  
2 3 26  
2 1 20  
2 0 28  
2 3 17  
2 3 22  
2 0 18  
2 2 23  
2 1 32  
2 0 25  
2 1 24  
2 1 19  
2 2 21  
2 3 27  
2 3 31  
2 0 29  
2 3 30  
2 2 20  
2 2 26  
2 3 28  
2 2 17  
2 0 22  
2 2 18  
2 1 23  
2 0 32  
2 3 25  
2 0 24  
2 3 19  
2 2 27  
2 2 31  
2 0 21  
2 2 29  
2 1 30  
2 1 26  
2 3 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 0 23  
2 2 25  
2 1 32  
2 1 24  
2 0 19  
2 3 21  
2 1 27  
2 3 29  
2 0 31  
2 2 30  
2 0 20  
2 0 26  
2 2 28  
2 1 17  
2 2 22  
2 3 18  
2 3 23  
2 1 25  
2 0 24  
2 2 19  
2 0 27  
2 1 31  
2 1 21  
2 1 29  
2 0 30  
2 3 26  
2 1 20  
2 0 28  
2 3 17  
2 3 22  
2 0 18  
2 2 23  
2 0 25  
2 0 32  
2 0 24  
2 1 19  
2 2 21  
2 3 27  
2 0 29  
2 3 31  
2 3 30  
2 2 20  
2 2 26  
2 3 28  
2 2 17  
2 0 22  
2 2 18  
2 1 23  
2 1 32  
2 3 25  
2 1 24  
2 3 19  
2 1 27  
2 0 31  
2 0 21  
2 2 29  
2 1 30  
2 1 26  
2 3 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 0 23  
2 2 25  
2 1 32  
2 1 24  
2 0 19  
2 3 21  
2 0 27  
2 3 29  
2 2 31  
2 2 30  
2 1 20  
2 0 26  
2 2 28  
2 1 17  
2 2 22  
2 3 18  
2 3 23  
2 0 32  
2 1 25  
2 0 24  
2 2 19  
2 1 21  
2 2 27  
2 1 31  
2 1 29  
2 0 30  
2 3 26  
2 0 20  
2 0 28  
2 3 17  
2 3 22  
2 0 18  
2 2 23  
2 0 25  
2 1 24  
2 1 19  
2 2 21  
2 3 27  
2 0 29  
2 3 31  
2 3 30  
2 2 20  
2 2 26  
2 3 28  
2 2 17  
2 0 22  
2 2 18  
2 1 23  
2 1 32  
2 3 25  
2 0 24  
2 3 19  
2 0 21  
2 1 27  
2 0 31  
2 2 29  
2 1 30  
2 1 26  
2 3 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 0 23  
2 2 25  
2 0 32  
2 0 24  
2 0 19  
2 3 21  
2 0 27  
2 3 29  
2 1 31  
2 2 30  
2 1 20  
2 0 26  
2 2 28  
2 1 17  
2 2 22  
2 3 18  
2 3 23  
2 1 25  
2 1 32  
2 1 24  
2 1 19  
2 1 21  
2 2 27  
2 2 31  
2 1 29  
2 0 30  
2 3 26  
2 2 20  
2 0 28  
2 3 17  
2 3 22  
2 0 18  
2 2 23  
2 0 25  
2 0 32  
2 0 24  
2 2 19  
2 2 21  
2 3 27  
2 0 29  
2 3 31  
2 3 30  
2 0 20  
2 2 26  
2 3 28  
2 2 17  
2 0 22  
2 2 18  
2 1 23  
2 3 25  
2 1 24  
2 3 19  
2 0 21  
2 1 27  
2 0 31  
2 2 29  
2 1 30  
2 1 26  
2 3 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 0 23  
2 2 25  
2 0 32  
2 0 24  
2 0 19  
2 0 27  
2 3 21  
2 3 29  
2 1 31  
2 2 30  
2 0 26  
2 1 20  
2 2 28  
2 1 17  
2 2 22  
2 3 18  
2 3 23  
2 1 25  
2 1 32  
2 1 24  
2 1 19  
2 1 21  
2 2 27  
2 2 31  
2 1 29  
2 0 30  
2 3 26  
2 2 20  
2 0 28  
2 3 17  
2 3 22  
2 0 18  
2 2 23  
2 0 25  
2 0 32  
2 1 24  
2 2 19  
2 2 21  
2 3 27  
2 0 29  
2 3 31  
2 3 30  
2 2 26  
2 0 20  
2 3 28  
2 2 17  
2 0 22  
2 2 18  
2 1 23  
2 3 25  
2 1 32  
2 0 24  
2 3 19  
2 0 21  
2 1 27  
2 0 31  
2 2 29  
2 1 30  
2 1 26  
2 3 20  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 0 23  
2 0 32  
2 2 25  
2 1 24  
2 0 19  
2 0 27  
2 3 21  
2 3 29  
2 1 31  
2 2 30  
2 0 26  
2 1 20  
2 2 28  
2 1 17  
2 2 22  
2 3 18  
2 3 23  
2 1 25  
2 1 32  
2 0 24  
2 1 19  
2 2 21  
2 2 27  
2 2 31  
2 1 29  
2 0 30  
2 2 20  
2 3 26  
2 0 28  
2 3 17  
2 3 22  
2 0 18  
2 2 23  
2 0 25  
2 1 24  
2 2 19  
2 3 27  
2 1 21  
2 0 29  
2 3 31  
2 3 30  
2 2 26  
2 0 20  
2 3 28  
2 2 17  
2 0 22  
2 2 18  
2 1 23  
2 3 25  
2 0 32  
2 0 24  
2 3 19  
2 0 21  
2 1 27  
2 0 31  
2 2 29  
2 1 30  
2 3 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 0 23  
2 1 32  
2 2 25  
2 1 24  
2 0 19  
2 0 27  
2 1 31  
2 3 21  
2 3 29  
2 2 30  
2 0 26  
2 1 20  
2 2 28  
2 1 17  
2 2 22  
2 3 18  
2 3 23  
2 1 25  
2 0 32  
2 0 24  
2 1 19  
2 2 21  
2 2 27  
2 1 29  
2 2 31  
2 0 30  
2 2 20  
2 3 26  
2 0 28  
2 3 17  
2 3 22  
2 0 18  
2 2 23  
2 1 32  
2 0 25  
2 1 24  
2 2 19  
2 3 27  
2 1 21  
2 0 29  
2 3 31  
2 3 30  
2 2 26  
2 0 20  
2 3 28  
2 2 17  
2 0 22  
2 2 18  
2 1 23  
2 3 25  
2 1 32  
2 0 24  
2 3 19  
2 0 21  
2 1 27  
2 0 31  
2 2 29  
2 1 30  
2 3 20  
2 1 26  
2 1 28  
2 0 17  
2 1 22  
2 1 18  
2 0 23  
2 0 32  
2 2 25  
2 1 24  
2 0 19  
2 0 27  
2 1 31  
2 3 21  
